"","Name","totalgames","totalxp","totaltime","survivalplayed","survivalxp","survivaltime","survivalkills","brawlers","survivalwins","survivalgold","cagames","catime","cakills","cared","cagreen","cablue","bbgames","bbtime","bbwins","bbgoldlooted","bbgoldstored","bbupgrades","uhcwins","uhckills","uhcdeaths","uhcfalls","uhcgapples","uhcnotchapples","uhcgold","forthehorse","camelotplayed","camelotxp","camelottime","lords","dukes","spartans","castlecaptures","camelotvictories","wizardgames","wizardxp","wizardtime","wizardkills","wizarddeaths","wizardfirst","wizardsecond","wizardthird","wizardtopten","wizardhighest","pjgames","pjxp","pjtime","pjkills","pjdeaths","pjfirst","pjsecond","pjthird","pjtopten","pjhighest","Level"
"39","WaterInAMelon","6,917","2,834,747","47d 3h 49m 24s","4,108","648,055","10d 13h 12m 42s","8,611 (2,548*)","914 (886*)","1,005","31,130 (9,877*)","80 (80*)","1d 8h 21m 53s (1d 8h 21m 53s*)","1,198 (1,198*)","19 (19*)","9 (9*)","20 (20*)","2 (2*)","0d 0h 25m 51s (0d 0h 25m 51s*)","2 (2*)","3 (3*)","3 (3*)","19 (19*)","5 (5*)","26 (26*)","12 (12*)","102 (102*)","49 (49*)","4 (4*)","762 (762*)","0 (0*)","6","5,725","0d 1h 11m 16s","33","","4","7","3","2,074","1,133,262","20d 3h 32m 51s","50,436 (20,359*)","4,589","624","164","108","39","160","24","7,205","0d 3h 32m 48s","302","224","0","1","0","0","39",421
"40","Lord_of_Unicorns","6,911","6,445,834","64d 12h 38m 58s","727","62,163","1d 19h 19m 42s","732 (81*)","11 (1*)","69","1,963 (196*)","194 (194*)","5d 3h 27m 10s (5d 3h 27m 10s*)","1,443 (1,443*)","39 (39*)","24 (24*)","41 (41*)","37 (37*)","0d 6h 39m 58s (0d 6h 39m 58s*)","34 (34*)","124 (124*)","136 (136*)","122 (122*)","26 (26*)","149 (149*)","118 (118*)","848 (848*)","487 (487*)","34 (34*)","7,331 (7,331*)","8 (8*)","3,709","5,619,505","35d 21h 58m 56s","46264","10147","2356","8703","1740","617","166,425","5d 13h 57m 15s","4,148 (3,978*)","2,002","2","0","1","6","46","117","30,420","0d 16h 27m 43s","1,056","883","4","1","1","0","31",657
"41","Neel","6,891","685,494","19d 14h 8m 59s","6,347","351,150","11d 18h 57m 56s","5,860 (14*)","984 (1*)","220","8,657 (0*)","1 (1*)","0d 0h 44m 32s (0d 0h 44m 32s*)","9 (9*)","1 (1*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","252","132,371","2d 6h 13m 51s","4192","5","76","198","93","29","12,835","0d 5h 57m 27s","180 (129*)","330","0","0","0","0","25","51","13,030","0d 8h 20m 27s","425","695","0","0","0","0","34",186
"42","Wintertusk","6,776","1,243,700","37d 7h 25m 6s","5,907","473,465","13d 8h 20m 13s","5,853 (1,435*)","45 (15*)","538","17,000 (6,765*)","411 (411*)","12d 13h 15m 53s (12d 13h 15m 53s*)","2,760 (2,760*)","89 (89*)","67 (67*)","96 (96*)","16 (16*)","0d 3h 3m 2s (0d 3h 3m 2s*)","18 (18*)","40 (40*)","44 (44*)","99 (99*)","4 (4*)","41 (41*)","44 (44*)","399 (399*)","125 (125*)","3 (3*)","1,524 (1,524*)","0 (0*)","210","224,688","1d 20h 58m 24s","559","86","40","206","82","19","5,940","0d 4h 18m 39s","88 (88*)","116","0","0","0","0","19","6","2,080","0d 1h 6m 57s","39","88","0","0","0","0","6",264
"43","rayofpwn","6,637","383,685","10d 10h 14m 35s","6,605","365,669","10d 3h 21m 4s","6,422 (1,272*)","146 (26*)","308","11,193 (4,313*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2 (2*)","5 (5*)","0 (0*)","0 (0*)","20 (20*)","0 (0*)","1","0","0d 0h 15m 30s","1","","","","","2","1,745","0d 0h 25m 58s","7 (0*)","26","0","0","0","0","4","23","12,740","0d 5h 11m 14s","333","481","0","1","0","0","9",130
"44","timmyofpark","6,530","1,630,626","20d 0h 50m 5s","6,360","1,347,835","15d 12h 16m 20s","18,173 (40*)","601 (2*)","1,070","50,984 (224*)","4 (4*)","0d 1h 58m 44s (0d 1h 58m 44s*)","47 (47*)","2 (2*)","1 (1*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","32","8,417","0d 7h 3m 23s","635","","15","33","7","0","1,275","0d 0h 24m 49s","10 (0*)","25","0","0","0","0","0","14","6,370","0d 2h 14m 25s","139","156","0","0","0","0","10",309
"45","Sheepies123","6,526","730,817","17d 3h 36m 56s","6,360","595,149","13d 21h 5m 41s","9,136 (32*)","175 (0*)","465","20,573 (50*)","1 (1*)","0d 2h 33m 26s (0d 2h 33m 26s*)","1 (1*)","1 (1*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","29","7,453","0d 7h 16m 45s","17","165","3","12","12","5","2,270","0d 1h 12m 53s","48 (17*)","79","0","0","0","0","12","10","4,489","0d 2h 15m 4s","139","200","0","0","0","0","17",193
"46","Shroomzee","6,520","824,839","15d 6h 9m 43s","6,427","711,479","13d 13h 16m 54s","9,598 (129*)","925 (49*)","502","22,482 (409*)","1 (1*)","0d 0h 8m 39s (0d 0h 8m 39s*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","33","8,656","0d 7h 49m 51s","88","114","2","25","15","1","537","0d 0h 21m 12s","11 (0*)","20","0","0","0","0","0","17","6,618","0d 2h 52m 44s","204","259","0","0","0","0","17",208
"47","Gunner857","6,422","469,099","11d 8h 27m 26s","6,247","403,458","9d 15h 16m 47s","6,047 (615*)","158 (6*)","279","10,299 (1,937*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","8 (8*)","19 (19*)","174 (174*)","16 (16*)","0 (0*)","129 (129*)","0 (0*)","33","18,384","0d 5h 18m 0s","47","2","2","14","9","14","5,523","0d 2h 9m 30s","79 (65*)","121","0","0","0","1","19","90","28,891","0d 7h 46m 1s","396","542","2","1","0","0","19",147
"48","_Storm","6,407","484,430","12d 7h 39m 25s","6,330","447,466","11d 9h 46m 14s","7,111 (376*)","245 (2*)","360","13,053 (782*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3 (3*)","5 (5*)","33 (33*)","6 (6*)","0 (0*)","56 (56*)","0 (0*)","35","18,075","0d 7h 19m 28s","109","1","2","8","9","2","1,170","0d 0h 22m 4s","9 (0*)","25","0","0","0","0","9","23","6,242","0d 3h 29m 46s","214","292","0","0","0","0","9",150
"49","Khizer","6,406","663,640","20d 21h 47m 37s","6,319","659,600","16d 5h 22m 25s","9,109 (377*)","217 (9*)","767","28,245 (1,736*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","5 (5*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","4 (4*)","45 (45*)","67 (67*)","542 (542*)","272 (272*)","4 (4*)","3,509 (3,509*)","0 (0*)","3","129","0d 1h 39m 31s","33","","2","4","1","0","200","0d 0h 3m 3s","3 (3*)","1","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",182
"50","Funnerer","6,358","620,772","17d 13h 24m 49s","5,966","466,275","11d 23h 25m 9s","6,903 (2,035*)","51 (6*)","502","13,785 (4,185*)","181 (181*)","3d 12h 5m 47s (3d 12h 5m 47s*)","1,552 (1,552*)","36 (36*)","22 (22*)","35 (35*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","2,012","0d 0h 30m 20s","11","","","2","","23","9,930","0d 3h 45m 40s","148 (148*)","165","0","0","0","1","28","175","49,410","0d 22h 26m 15s","2,160","1,137","6","1","0","0","49",175
"51","RachetPvPer","6,329","274,069","13d 0h 29m 10s","6,194","216,835","9d 13h 27m 4s","3,171 (484*)","158 (35*)","111","2,946 (994*)","38 (38*)","1d 5h 0m 31s (1d 5h 0m 31s*)","307 (307*)","10 (10*)","6 (6*)","7 (7*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2 (2*)","47 (47*)","290 (290*)","20 (20*)","0 (0*)","311 (311*)","0 (0*)","0","0","0d 0h 11m 35s","","","","","","0","1,100","0d 0h 25m 41s","9 (0*)","25","0","0","0","0","0","10","4,075","0d 1h 55m 29s","61","174","0","0","0","0","8",104
"52","TheGrifDogYT","6,321","403,037","12d 16h 12m 23s","6,285","385,975","12d 2h 17m 43s","5,639 (737*)","498 (82*)","341","12,687 (2,195*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3 (3*)","8 (8*)","52 (52*)","24 (24*)","0 (0*)","181 (181*)","0 (0*)","3","2,390","0d 0h 41m 28s","3","1","1","","","0","200","0d 0h 1m 17s","0 (0*)","2","0","0","0","0","0","22","6,100","0d 3h 18m 41s","129","295","0","0","0","0","8",134
"53","SpacePanda","6,316","577,904","12d 12h 30m 33s","6,289","561,883","12d 2h 41m 43s","9,061 (523*)","280 (2*)","469","17,462 (2,057*)","1 (1*)","0d 0h 55m 48s (0d 0h 55m 48s*)","11 (11*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","6 (6*)","56 (56*)","2 (2*)","0 (0*)","27 (27*)","0 (0*)","11","12,353","0d 2h 50m 40s","148","","2","7","4","0","0","0d 0h 0m 0s","0 (0*)","0","0","0","0","0","0","0","0","0d 0h 0m 0s","0","0","0","0","0","0","0",168
"54","Wavy8Davy","6,275","934,766","19d 3h 35m 44s","6,025","801,725","15d 10h 45m 32s","10,620 (2,974*)","466 (126*)","1,080","49,409 (19,316*)","17 (17*)","0d 11h 23m 21s (0d 11h 23m 21s*)","350 (350*)","1 (1*)","2 (2*)","5 (5*)","41 (41*)","0d 7h 37m 8s (0d 7h 37m 8s*)","29 (29*)","24 (24*)","38 (38*)","203 (203*)","12 (12*)","61 (61*)","13 (13*)","239 (239*)","187 (187*)","0 (0*)","1,410 (1,410*)","1 (1*)","69","66,602","0d 13h 17m 24s","487","15","40","86","22","35","9,895","0d 5h 57m 0s","189 (189*)","177","0","0","0","2","36","5","1,025","0d 0h 28m 59s","36","42","0","0","0","0","4",224
"55","Ioa_","6,271","445,957","12d 16h 45m 1s","6,257","438,135","12d 10h 4m 18s","7,927 (0*)","222 (0*)","308","11,920 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2","125","0d 0h 16m 45s","2","","","","","5","1,705","0d 0h 51m 17s","23 (0*)","43","0","0","0","0","22","2","1,815","0d 0h 36m 34s","22","53","0","0","0","0","2",143
"56","tkderbrad","6,209","694,109","14d 14h 55m 5s","6,130","675,609","13d 13h 27m 7s","9,013 (357*)","160 (13*)","440","21,410 (2,071*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2 (2*)","12 (12*)","2 (2*)","0 (0*)","30 (30*)","0 (0*)","11","4,761","0d 2h 50m 51s","65","","1","8","4","1","750","0d 0h 25m 41s","7 (4*)","28","0","0","0","0","0","9","2,185","0d 1h 23m 54s","65","105","0","0","1","0","10",187
"57","Deniz","6,208","1,584,612","23d 11h 27m 18s","5,081","608,262","11d 19h 57m 11s","7,195 (24*)","161 (0*)","428","18,727 (121*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","82","126,661","0d 19h 18m 45s","1286","6","34","93","37","3","1,942","0d 0h 46m 54s","23 (13*)","52","0","0","0","0","8","875","405,302","5d 12h 29m 31s","16,189","6,545","40","6","0","0","75",304
"58","Just_Gerald","6,126","392,842","14d 9h 21m 26s","5,844","278,650","10d 9h 35m 7s","3,470 (366*)","187 (16*)","138","3,488 (286*)","21 (21*)","0d 14h 9m 46s (0d 14h 9m 46s*)","71 (71*)","6 (6*)","1 (1*)","5 (5*)","6 (6*)","0d 1h 15m 20s (0d 1h 15m 20s*)","3 (3*)","10 (10*)","9 (9*)","11 (11*)","4 (4*)","17 (17*)","32 (32*)","192 (192*)","66 (66*)","0 (0*)","724 (724*)","0 (0*)","10","8,500","0d 2h 8m 16s","24","1","","10","3","7","1,405","0d 1h 15m 22s","7 (7*)","48","0","0","0","0","1","51","15,922","0d 4h 35m 29s","214","370","0","0","0","0","24",132
"59","Parinfinity","6,117","1,428,846","19d 13h 41m 32s","6,031","1,377,594","18d 12h 32m 16s","20,315 (257*)","164 (0*)","1,501","61,005 (1,696*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","1 (1*)","15 (15*)","4 (4*)","0 (0*)","27 (27*)","0 (0*)","10","3,330","0d 3h 3m 42s","132","37","5","20","5","3","2,021","0d 0h 29m 49s","35 (1*)","35","0","0","0","0","22","27","12,979","0d 3h 41m 33s","471","276","4","0","2","0","41",286
"60","Bryan_Baker_","6,102","450,331","11d 11h 5m 19s","5,865","282,125","9d 5h 23m 3s","5,201 (229*)","1,119 (15*)","164","5,504 (271*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","3 (3*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","143","135,159","1d 6h 28m 15s","690","77","40","155","44","12","4,975","0d 2h 37m 54s","67 (65*)","149","0","0","0","1","16","62","16,870","0d 8h 22m 57s","550","608","0","0","0","0","26",144
"61","MarvelWizardKH","6,074","714,831","14d 1h 38m 2s","5,949","602,525","12d 3h 25m 58s","9,012 (48*)","280 (4*)","546","32,414 (136*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","34","26,526","0d 5h 42m 2s","186","25","1","23","9","5","2,850","0d 1h 1m 16s","38 (24*)","58","0","0","0","0","18","9","2,610","0d 1h 20m 21s","54","121","0","0","0","0","1",191
"62","Suler","6,072","625,374","18d 11h 23m 53s","5,865","466,770","13d 20h 4m 18s","5,819 (783*)","390 (114*)","468","14,686 (4,063*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","3 (3*)","13 (13*)","9 (9*)","51 (51*)","35 (35*)","0 (0*)","443 (443*)","0 (0*)","76","55,769","0d 18h 25m 1s","147","331","9","45","30","3","800","0d 0h 26m 55s","6 (6*)","19","0","0","0","0","0","25","6,485","0d 3h 47m 10s","237","304","2","0","0","0","13",176
"63","DarkDevour","6,054","1,255,113","22d 19h 27m 17s","5,617","681,552","13d 19h 56m 33s","10,342 (127*)","236 (0*)","742","39,825 (456*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","5 (5*)","4 (4*)","23 (23*)","10 (10*)","0 (0*)","83 (83*)","0 (0*)","29","38,550","0d 5h 29m 39s","160","7","7","28","10","9","4,623","0d 1h 56m 22s","57 (27*)","110","0","0","0","1","19","37","10,865","0d 5h 18m 7s","242","450","0","0","0","0","27",266
"64","Jojos","5,990","3,347,169","37d 17h 27m 11s","3,272","135,035","5d 10h 24m 23s","1,576 (433*)","13 (1*)","113","3,703 (1,507*)","1 (1*)","0d 0h 26m 28s (0d 0h 26m 28s*)","3 (3*)","1 (1*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","6 (6*)","16 (16*)","2 (2*)","0 (0*)","32 (32*)","0 (0*)","2,214","2,750,080","22d 3h 23m 57s","678","7598","449","5198","874","22","6,345","0d 3h 47m 48s","126 (126*)","168","0","0","0","0","26","19","6,280","0d 2h 26m 37s","96","210","0","0","1","0","12",461
"65","Shxffleh","5,982","1,433,070","21d 19h 35m 22s","5,723","794,079","14d 2h 6m 13s","10,326 (446*)","220 (6*)","779","51,160 (3,496*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","25","1,435","0d 6h 7m 21s","22","84","2","19","10","8","4,097","0d 2h 5m 19s","111 (2*)","108","1","0","0","0","34","7","3,189","0d 1h 17m 34s","113","108","0","0","0","0","45",287
"66","Agent347","5,951","653,845","18d 16h 29m 20s","5,213","405,178","10d 2h 51m 15s","4,672 (1,791*)","56 (7*)","555","15,060 (9,018*)","49 (49*)","1d 8h 53m 54s (1d 8h 53m 54s*)","103 (103*)","12 (12*)","8 (8*)","8 (8*)","52 (52*)","0d 9h 17m 47s (0d 9h 17m 47s*)","39 (39*)","49 (49*)","59 (59*)","121 (121*)","11 (11*)","15 (15*)","23 (23*)","80 (80*)","104 (104*)","0 (0*)","1,751 (1,751*)","0 (0*)","110","117,297","1d 2h 41m 37s","733","14","28","125","26","190","60,270","1d 18h 14m 33s","911 (911*)","735","0","0","0","4","42","18","3,770","0d 2h 30m 16s","73","203","0","0","0","0","2",181
"67","CC4142","5,881","2,770,299","56d 6h 3m 21s","2,506","177,237","5d 3h 19m 16s","2,192 (471*)","319 (4*)","145","5,177 (2,099*)","230 (230*)","5d 16h 44m 53s (5d 16h 44m 53s*)","1,953 (1,953*)","54 (54*)","38 (38*)","50 (50*)","65 (65*)","0d 12h 16m 34s (0d 12h 16m 34s*)","46 (46*)","169 (169*)","184 (184*)","221 (221*)","0 (0*)","4 (4*)","15 (15*)","125 (125*)","12 (12*)","1 (1*)","222 (222*)","0 (0*)","978","1,182,932","9d 14h 30m 55s","5615","6323","396","1711","355","370","161,562","3d 6h 12m 30s","4,084 (2,078*)","2,515","5","7","12","19","50","156","38,915","0d 23h 55m 56s","1,805","1,818","3","2","0","3","52",416
"68","Trainer_Elite","5,862","579,804","13d 15h 28m 16s","5,804","413,826","11d 9h 29m 38s","4,806 (0*)","169 (0*)","214","9,672 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","1","1,072","0d 0h 20m 37s","4","4","","2","","1","855","0d 0h 21m 51s","7 (0*)","22","0","0","0","0","9","1","700","0d 0h 5m 45s","0","6","0","0","0","0","0",168
"69","stefanloos","5,789","5,465,974","69d 10h 54m 48s","3,332","461,887","8d 0h 33m 0s","6,292 (425*)","905 (40*)","584","31,503 (2,140*)","14 (14*)","0d 6h 50m 3s (0d 6h 50m 3s*)","115 (115*)","2 (2*)","3 (3*)","4 (4*)","2 (2*)","0d 0h 26m 53s (0d 0h 26m 53s*)","2 (2*)","1 (1*)","2 (2*)","14 (14*)","1 (1*)","22 (22*)","10 (10*)","69 (69*)","35 (35*)","1 (1*)","319 (319*)","0 (0*)","112","128,030","0d 23h 6m 22s","1094","457","42","176","54","598","255,271","4d 19h 31m 44s","8,856 (7,985*)","1,867","32","27","22","42","106","51","23,664","0d 6h 7m 54s","503","409","1","1","0","0","41",602
"70","arcanesachin","5,780","5,783,553","78d 12h 16m 24s","3,468","421,235","9d 1h 50m 28s","4,737 (4*)","173 (0*)","313","12,834 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","2 (2*)","2 (2*)","3 (3*)","44 (44*)","9 (9*)","0 (0*)","169 (169*)","0 (0*)","346","505,930","3d 5h 3m 58s","1701","2983","61","155","142","7","3,417","0d 1h 52m 42s","57 (37*)","72","0","0","0","1","20","74","38,100","0d 10h 44m 10s","925","551","0","1","0","0","44",620
"71","gunst","5,774","451,399","13d 3h 34m 36s","5,628","408,865","12d 0h 4m 12s","5,397 (1,500*)","421 (82*)","432","13,537 (6,662*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","16 (16*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 12m 7s (0d 0h 12m 7s*)","1 (1*)","0 (0*)","0 (0*)","12 (12*)","0 (0*)","0 (0*)","3 (3*)","31 (31*)","0 (0*)","0 (0*)","24 (24*)","0 (0*)","6","608","0d 1h 21m 38s","6","1","","2","1","1","410","0d 0h 12m 41s","5 (5*)","12","0","0","0","0","2","95","30,915","0d 14h 18m 6s","1,346","1,027","21","6","2","0","33",144
"72","Riverr","5,760","527,464","13d 2h 35m 16s","5,592","436,355","11d 0h 11m 46s","7,407 (579*)","314 (28*)","376","15,587 (1,531*)","1 (1*)","0d 0h 26m 49s (0d 0h 26m 49s*)","1 (1*)","0 (0*)","0 (0*)","0 (0*)","1 (1*)","0d 0h 11m 3s (0d 0h 11m 3s*)","0 (0*)","0 (0*)","0 (0*)","4 (4*)","0 (0*)","0 (0*)","2 (2*)","11 (11*)","0 (0*)","0 (0*)","44 (44*)","0 (0*)","5","4,664","0d 1h 50m 10s","45","9","1","10","1","81","39,930","0d 19h 27m 7s","1,337 (513*)","696","3","6","6","7","66","36","12,065","0d 5h 32m 20s","455","454","3","1","0","0","35",159
"73","StupidDrew9","5,675","977,106","20d 16h 2m 12s","5,228","710,973","12d 5h 9m 27s","11,838 (76*)","3,808 (31*)","736","45,577 (303*)","4 (4*)","0d 1h 9m 16s (0d 1h 9m 16s*)","37 (37*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","4 (4*)","33 (33*)","33 (33*)","293 (293*)","86 (86*)","6 (6*)","1,553 (1,553*)","0 (0*)","56","68,361","0d 13h 17m 46s","1292","5","39","84","22","74","22,550","0d 12h 52m 34s","734 (728*)","364","3","0","1","6","58","123","39,569","0d 16h 21m 31s","1,793","1,100","7","5","1","1","56",230
"74","ickdanny","5,648","795,105","16d 8h 0m 23s","4,742","248,990","7d 23h 42m 8s","3,522 (0*)","890 (0*)","102","3,501 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0d 0h 0m 0s (0d 0h 0m 0s*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","0 (0*)","9","8,836","0d 2h 38m 2s","19","1","2","4","2","2","1,110","0d 0h 34m 50s","14 (14*)","33","0","0","0","0","9","814","450,900","4d 23h 22m 55s","16,367","6,196","246","22","8","0","99",203
"75","Notrom11","5,576","5,663,532","63d 6h 56m 28s","1,174","128,959","2d 21h 24m 0s","1,557 (242*)","78 (10*)","108","3,560 (504*)","241 (241*)","7d 6h 49m 8s (7d 6h 49m 8s*)","3,174 (3,174*)","49 (49*)","45 (45*)","52 (52*)","32 (32*)","0d 6h 10m 17s (0d 6h 10m 17s*)","32 (32*)","70 (70*)","64 (64*)","139 (139*)","3 (3*)","23 (23*)","13 (13*)","188 (188*)","72 (72*)","0 (0*)","441 (441*)","0 (0*)","2,522","3,614,833","25d 1h 4m 55s","44387","2061","2255","5044","1121","461","233,283","4d 0h 30m 8s","5,931 (2,770*)","1,201","51","29","18","10","103","236","96,548","1d 10h 36m 6s","3,469","1,622","9","1","1","2","63",613
"76","olenik2","5,560","470,826","13d 17h 2m 8s","5,419","401,730","11d 5h 59m 29s","4,476 (1,486*)","478 (250*)","377","13,276 (6,175*)","34 (34*)","0d 22h 19m 15s (0d 22h 19m 15s*)","136 (136*)","6 (6*)","4 (4*)","11 (11*)","5 (5*)","0d 1h 5m 14s (0d 1h 5m 14s*)","5 (5*)","3 (3*)","4 (4*)","35 (35*)","0 (0*)","10 (10*)","10 (10*)","124 (124*)","48 (48*)","0 (0*)","366 (366*)","0 (0*)","25","18,869","0d 5h 13m 6s","148","1","7","34","9","8","1,940","0d 1h 27m 11s","21 (19*)","71","0","0","0","0","14","22","5,930","0d 3h 5m 46s","163","232","0","0","0","0","14",148
